Phần,Chương,Số điều,Tiêu đề điều,Nội dung điều,Số khoản,Nội dung khoản,Điểm,Nội dung điểm,full_text,crime_group,crime_category,intent_type,actor,victim,action,consequence,penalty_main,penalty_supplementary,aggravating_circ,mitigating_circ,condition,exception,judicial_measure
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,251.0,Tội mua bán trái phép chất ma túy,,5.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù chung thân hoặc tử hình:",c,"Lá cây côca; lá khát (lá cây Catha edulis); lá, rễ, thân, cành, hoa, quả của cây cần sa hoặc bộ phận của cây khác có chứa chất ma túy do Chính phủ quy định có khối lượng 150 kilôgam trở lên;","Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù chung thân hoặc tử hình: Lá cây côca; lá khát (lá cây Catha edulis); lá, rễ, thân, cành, hoa, quả của cây cần sa hoặc bộ phận của cây khác có chứa chất ma túy do Chính phủ quy định có khối lượng 150 kilôgam trở lên;",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm đặc biệt nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Tử hình; Tù chung thân,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,251.0,Tội mua bán trái phép chất ma túy,,5.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù chung thân hoặc tử hình:",d,Quả thuốc phiện khô có khối lượng 1.200 kilôgam trở lên;,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù chung thân hoặc tử hình: Quả thuốc phiện khô có khối lượng 1.200 kilôgam trở lên;",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm đặc biệt nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Tử hình; Tù chung thân,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,251.0,Tội mua bán trái phép chất ma túy,,5.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù chung thân hoặc tử hình:",đ,Quả thuốc phiện tươi có khối lượng 300 kilôgam trở lên;,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù chung thân hoặc tử hình: Quả thuốc phiện tươi có khối lượng 300 kilôgam trở lên;",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm đặc biệt nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Tử hình; Tù chung thân,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,251.0,Tội mua bán trái phép chất ma túy,,5.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù chung thân hoặc tử hình:",e,Các chất ma túy khác ở thể rắn có khối lượng 09 kilôgam trở lên;,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù chung thân hoặc tử hình: Các chất ma túy khác ở thể rắn có khối lượng 09 kilôgam trở lên;",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm đặc biệt nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Tử hình; Tù chung thân,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,251.0,Tội mua bán trái phép chất ma túy,,5.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù chung thân hoặc tử hình:",g,Các chất ma túy khác ở thể lỏng có thể tích 22 lít trở lên;,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù chung thân hoặc tử hình: Các chất ma túy khác ở thể lỏng có thể tích 22 lít trở lên;",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm đặc biệt nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Tử hình; Tù chung thân,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,251.0,Tội mua bán trái phép chất ma túy,,5.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù chung thân hoặc tử hình:",h,Có 02 chất ma túy trở lên mà tổng khối lượng hoặc thể tích của các chất đó tương đương với khối lượng hoặc thể tích chất ma túy quy định tại một trong các điểm từ điểm a đến điểm g khoản này.,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù chung thân hoặc tử hình: Có 02 chất ma túy trở lên mà tổng khối lượng hoặc thể tích của các chất đó tương đương với khối lượng hoặc thể tích chất ma túy quy định tại một trong các điểm từ điểm a đến điểm g khoản này.",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm đặc biệt nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Tử hình; Tù chung thân,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,251.0,Tội mua bán trái phép chất ma túy,,6.0,"Người phạm tội còn có thể bị phạt tiền từ 5.000.000 đồng đến 500.000.000 đồng, cấm đảm nhiệm chức vụ, cấm hành nghề hoặc làm công việc nhất định từ 01 năm đến 05 năm hoặc tịch thu một phần hoặc toàn bộ tài sản.",,,"Người phạm tội còn có thể bị phạt tiền từ 5.000.000 đồng đến 500.000.000 đồng, cấm đảm nhiệm chức vụ, cấm hành nghề hoặc làm công việc nhất định từ 01 năm đến 05 năm hoặc tịch thu một phần hoặc toàn bộ tài sản.",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm ít nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tiền,Cấm đảm nhiệm chức vụ; Cấm hành nghề; Phạt tiền,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,252.0,Tội chiếm đoạt chất ma túy,,1.0,"Người nào chiếm đoạt chất ma túy dưới bất kỳ hình thức nào thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 01 năm đến 05 năm:",a,"Đã bị xử phạt vi phạm hành chính về hành vi quy định tại Điều này hoặc đã bị kết án về tội này hoặc một trong các tội quy định tại các điều 248, 249, 250, 251 và 256a của Bộ luật này, chưa được xóa án tích mà còn vi phạm;","Người nào chiếm đoạt chất ma túy dưới bất kỳ hình thức nào thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 01 năm đến 05 năm: Đã bị xử phạt vi phạm hành chính về hành vi quy định tại Điều này hoặc đã bị kết án về tội này hoặc một trong các tội quy định tại các điều 248, 249, 250, 251 và 256a của Bộ luật này, chưa được xóa án tích mà còn vi phạm;",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm ít nghiêm trọng,Không xác định,Người,Người khác,chiếm đoạt,Không xác định,Phạt tù từ 01 năm đến 05 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,252.0,Tội chiếm đoạt chất ma túy,,1.0,"Người nào chiếm đoạt chất ma túy dưới bất kỳ hình thức nào thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 01 năm đến 05 năm:",b,"Nhựa thuốc phiện, nhựa cần sa hoặc cao côca có khối lượng từ 01 gam đến dưới 500 gam;","Người nào chiếm đoạt chất ma túy dưới bất kỳ hình thức nào thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 01 năm đến 05 năm: Nhựa thuốc phiện, nhựa cần sa hoặc cao côca có khối lượng từ 01 gam đến dưới 500 gam;",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm ít nghiêm trọng,Không xác định,Người,Người khác,chiếm đoạt,Không xác định,Phạt tù từ 01 năm đến 05 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,252.0,Tội chiếm đoạt chất ma túy,,1.0,"Người nào chiếm đoạt chất ma túy dưới bất kỳ hình thức nào thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 01 năm đến 05 năm:",c,"Heroine, Cocaine, Methamphetamine, Amphetamine, Ketamine, Fentanyl, MDMA hoặc XLR-11 có khối lượng từ 0,1 gam đến dưới 05 gam;","Người nào chiếm đoạt chất ma túy dưới bất kỳ hình thức nào thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 01 năm đến 05 năm: Heroine, Cocaine, Methamphetamine, Amphetamine, Ketamine, Fentanyl, MDMA hoặc XLR-11 có khối lượng từ 0,1 gam đến dưới 05 gam;",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm ít nghiêm trọng,Không xác định,Người,Người khác,chiếm đoạt,Không xác định,Phạt tù từ 01 năm đến 05 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,252.0,Tội chiếm đoạt chất ma túy,,1.0,"Người nào chiếm đoạt chất ma túy dưới bất kỳ hình thức nào thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 01 năm đến 05 năm:",d,"Lá cây côca; lá khát (lá cây Catha edulis); lá, rễ, thân, cành, hoa, quả của cây cần sa hoặc bộ phận của cây khác có chứa chất ma túy do Chính phủ quy định có khối lượng từ 01 kilôgam đến dưới 10 kilôgam;","Người nào chiếm đoạt chất ma túy dưới bất kỳ hình thức nào thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 01 năm đến 05 năm: Lá cây côca; lá khát (lá cây Catha edulis); lá, rễ, thân, cành, hoa, quả của cây cần sa hoặc bộ phận của cây khác có chứa chất ma túy do Chính phủ quy định có khối lượng từ 01 kilôgam đến dưới 10 kilôgam;",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm ít nghiêm trọng,Không xác định,Người,Người khác,chiếm đoạt,Không xác định,Phạt tù từ 01 năm đến 05 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,252.0,Tội chiếm đoạt chất ma túy,,1.0,"Người nào chiếm đoạt chất ma túy dưới bất kỳ hình thức nào thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 01 năm đến 05 năm:",đ,Quả thuốc phiện khô có khối lượng từ 05 kilôgam đến dưới 50 kilôgam;,"Người nào chiếm đoạt chất ma túy dưới bất kỳ hình thức nào thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 01 năm đến 05 năm: Quả thuốc phiện khô có khối lượng từ 05 kilôgam đến dưới 50 kilôgam;",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm ít nghiêm trọng,Không xác định,Người,Người khác,chiếm đoạt,Không xác định,Phạt tù từ 01 năm đến 05 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,252.0,Tội chiếm đoạt chất ma túy,,1.0,"Người nào chiếm đoạt chất ma túy dưới bất kỳ hình thức nào thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 01 năm đến 05 năm:",e,Quả thuốc phiện tươi có khối lượng từ 01 kilôgam đến dưới 10 kilôgam;,"Người nào chiếm đoạt chất ma túy dưới bất kỳ hình thức nào thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 01 năm đến 05 năm: Quả thuốc phiện tươi có khối lượng từ 01 kilôgam đến dưới 10 kilôgam;",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm ít nghiêm trọng,Không xác định,Người,Người khác,chiếm đoạt,Không xác định,Phạt tù từ 01 năm đến 05 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,252.0,Tội chiếm đoạt chất ma túy,,1.0,"Người nào chiếm đoạt chất ma túy dưới bất kỳ hình thức nào thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 01 năm đến 05 năm:",g,Các chất ma túy khác ở thể rắn có khối lượng từ 01 gam đến dưới 20 gam;,"Người nào chiếm đoạt chất ma túy dưới bất kỳ hình thức nào thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 01 năm đến 05 năm: Các chất ma túy khác ở thể rắn có khối lượng từ 01 gam đến dưới 20 gam;",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm ít nghiêm trọng,Không xác định,Người,Người khác,chiếm đoạt,Không xác định,Phạt tù từ 01 năm đến 05 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,252.0,Tội chiếm đoạt chất ma túy,,1.0,"Người nào chiếm đoạt chất ma túy dưới bất kỳ hình thức nào thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 01 năm đến 05 năm:",h,Các chất ma túy khác ở thể lỏng có thể tích từ 10 mililít đến dưới 100 mililít;,"Người nào chiếm đoạt chất ma túy dưới bất kỳ hình thức nào thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 01 năm đến 05 năm: Các chất ma túy khác ở thể lỏng có thể tích từ 10 mililít đến dưới 100 mililít;",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm ít nghiêm trọng,Không xác định,Người,Người khác,chiếm đoạt,Không xác định,Phạt tù từ 01 năm đến 05 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,252.0,Tội chiếm đoạt chất ma túy,,1.0,"Người nào chiếm đoạt chất ma túy dưới bất kỳ hình thức nào thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 01 năm đến 05 năm:",i,Có 02 chất ma túy trở lên mà tổng khối lượng hoặc thể tích của các chất đó tương đương với khối lượng hoặc thể tích chất ma túy quy định tại một trong các điểm từ điểm b đến điểm h khoản này.,"Người nào chiếm đoạt chất ma túy dưới bất kỳ hình thức nào thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 01 năm đến 05 năm: Có 02 chất ma túy trở lên mà tổng khối lượng hoặc thể tích của các chất đó tương đương với khối lượng hoặc thể tích chất ma túy quy định tại một trong các điểm từ điểm b đến điểm h khoản này.",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm ít nghiêm trọng,Không xác định,Người,Người khác,chiếm đoạt,Không xác định,Phạt tù từ 01 năm đến 05 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,252.0,Tội chiếm đoạt chất ma túy,,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 10 năm:",a,Có tổ chức;,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 10 năm: Có tổ chức;",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 05 năm đến 10 năm,,Có tổ chức,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,252.0,Tội chiếm đoạt chất ma túy,,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 10 năm:",b,Phạm tội 02 lần trở lên;,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 10 năm: Phạm tội 02 lần trở lên;",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 05 năm đến 10 năm,,Phạm tội nhiều lần,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,252.0,Tội chiếm đoạt chất ma túy,,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 10 năm:",c,"Lợi dụng chức vụ, quyền hạn;","Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 10 năm: Lợi dụng chức vụ, quyền hạn;",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm nghiêm trọng,Không xác định,Người có chức vụ,Người khác,Không xác định,Không xác định,Phạt tù từ 05 năm đến 10 năm,,Lợi dụng chức vụ,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,252.0,Tội chiếm đoạt chất ma túy,,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 10 năm:",d,"Lợi dụng danh nghĩa cơ quan, tổ chức;","Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 10 năm: Lợi dụng danh nghĩa cơ quan, tổ chức;",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 05 năm đến 10 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,252.0,Tội chiếm đoạt chất ma túy,,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 10 năm:",đ,Sử dụng người dưới 16 tuổi vào việc phạm tội;,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 10 năm: Sử dụng người dưới 16 tuổi vào việc phạm tội;",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm nghiêm trọng,Không xác định,Người,Người dưới 16 tuổi,Không xác định,Không xác định,Phạt tù từ 05 năm đến 10 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,252.0,Tội chiếm đoạt chất ma túy,,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 10 năm:",e,"Nhựa thuốc phiện, nhựa cần sa hoặc cao côca có khối lượng từ 500 gam đến dưới 01 kilôgam;","Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 10 năm: Nhựa thuốc phiện, nhựa cần sa hoặc cao côca có khối lượng từ 500 gam đến dưới 01 kilôgam;",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 05 năm đến 10 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,252.0,Tội chiếm đoạt chất ma túy,,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 10 năm:",g,"Heroine, Cocaine, Methamphetamine, Amphetamine, Ketamine, Fentanyl, MDMA hoặc XLR-11 có khối lượng từ 05 gam đến dưới 30 gam;","Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 10 năm: Heroine, Cocaine, Methamphetamine, Amphetamine, Ketamine, Fentanyl, MDMA hoặc XLR-11 có khối lượng từ 05 gam đến dưới 30 gam;",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 05 năm đến 10 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,252.0,Tội chiếm đoạt chất ma túy,,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 10 năm:",h,"Lá cây côca; lá khát (lá cây Catha edulis); lá, rễ, thân, cành, hoa, quả của cây cần sa hoặc bộ phận của cây khác có chứa chất ma túy do Chính phủ quy định có khối lượng từ 10 kilôgam đến dưới 25 kilôgam;","Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 10 năm: Lá cây côca; lá khát (lá cây Catha edulis); lá, rễ, thân, cành, hoa, quả của cây cần sa hoặc bộ phận của cây khác có chứa chất ma túy do Chính phủ quy định có khối lượng từ 10 kilôgam đến dưới 25 kilôgam;",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 05 năm đến 10 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,252.0,Tội chiếm đoạt chất ma túy,,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 10 năm:",i,Quả thuốc phiện khô có khối lượng từ 50 kilôgam đến dưới 200 kilôgam;,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 10 năm: Quả thuốc phiện khô có khối lượng từ 50 kilôgam đến dưới 200 kilôgam;",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 05 năm đến 10 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,252.0,Tội chiếm đoạt chất ma túy,,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 10 năm:",k,Quả thuốc phiện tươi có khối lượng từ 10 kilôgam đến dưới 50 kilôgam;,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 10 năm: Quả thuốc phiện tươi có khối lượng từ 10 kilôgam đến dưới 50 kilôgam;",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 05 năm đến 10 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,252.0,Tội chiếm đoạt chất ma túy,,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 10 năm:",l,Các chất ma túy khác ở thể rắn có khối lượng từ 20 gam đến dưới 100 gam;,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 10 năm: Các chất ma túy khác ở thể rắn có khối lượng từ 20 gam đến dưới 100 gam;",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 05 năm đến 10 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,252.0,Tội chiếm đoạt chất ma túy,,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 10 năm:",m,Các chất ma túy khác ở thể lỏng có thể tích từ 100 mililít đến dưới 250 mililít;,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 10 năm: Các chất ma túy khác ở thể lỏng có thể tích từ 100 mililít đến dưới 250 mililít;",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 05 năm đến 10 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,252.0,Tội chiếm đoạt chất ma túy,,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 10 năm:",n,Có 02 chất ma túy trở lên mà tổng khối lượng hoặc thể tích của các chất đó tương đương với khối lượng hoặc thể tích chất ma túy quy định tại một trong các điểm từ điểm e đến điểm m khoản này;,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 10 năm: Có 02 chất ma túy trở lên mà tổng khối lượng hoặc thể tích của các chất đó tương đương với khối lượng hoặc thể tích chất ma túy quy định tại một trong các điểm từ điểm e đến điểm m khoản này;",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 05 năm đến 10 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,252.0,Tội chiếm đoạt chất ma túy,,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 10 năm:",o,Tái phạm nguy hiểm.,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 10 năm: Tái phạm nguy hiểm.",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 05 năm đến 10 năm,,Tái phạm nguy hiểm,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,252.0,Tội chiếm đoạt chất ma túy,,3.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 10 năm đến 15 năm:",a,"Nhựa thuốc phiện, nhựa cần sa hoặc cao côca có khối lượng từ 01 kilôgam đến dưới 05 kilôgam;","Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 10 năm đến 15 năm: Nhựa thuốc phiện, nhựa cần sa hoặc cao côca có khối lượng từ 01 kilôgam đến dưới 05 kilôgam;",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm rất nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 10 năm đến 15 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,252.0,Tội chiếm đoạt chất ma túy,,3.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 10 năm đến 15 năm:",b,"Heroine, Cocaine, Methamphetamine, Amphetamine, Ketamine, Fentanyl, MDMA hoặc XLR-11 có khối lượng từ 30 gam đến dưới 100 gam;","Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 10 năm đến 15 năm: Heroine, Cocaine, Methamphetamine, Amphetamine, Ketamine, Fentanyl, MDMA hoặc XLR-11 có khối lượng từ 30 gam đến dưới 100 gam;",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm rất nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 10 năm đến 15 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,252.0,Tội chiếm đoạt chất ma túy,,3.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 10 năm đến 15 năm:",c,"Lá cây côca; lá khát (lá cây Catha edulis); lá, rễ, thân, cành, hoa, quả của cây cần sa hoặc bộ phận của cây khác có chứa chất ma túy do Chính phủ quy định có khối lượng từ 25 kilôgam đến dưới 75 kilôgam;","Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 10 năm đến 15 năm: Lá cây côca; lá khát (lá cây Catha edulis); lá, rễ, thân, cành, hoa, quả của cây cần sa hoặc bộ phận của cây khác có chứa chất ma túy do Chính phủ quy định có khối lượng từ 25 kilôgam đến dưới 75 kilôgam;",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm rất nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 10 năm đến 15 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XX - CÁC TỘI PHẠM VỀ MA TÚY,252.0,Tội chiếm đoạt chất ma túy,,3.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 10 năm đến 15 năm:",d,Quả thuốc phiện khô có khối lượng từ 200 kilôgam đến dưới 600 kilôgam;,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 10 năm đến 15 năm: Quả thuốc phiện khô có khối lượng từ 200 kilôgam đến dưới 600 kilôgam;",CÁC TỘI PHẠM VỀ MA TÚY,Tội phạm rất nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 10 năm đến 15 năm,,,,,,
